Carry out hatchperson duties for cargo operations,20054,Unit,4,3,4,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
Demonstrate knowledge of cargo operations and environmental impact,20055,Unit,3,3,3,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
Demonstrate knowledge of business and quality principles in the print industry,20057,Unit,4,3,10,Registered,Current,Manufacturing,Printing,Printing Production
Demonstrate understanding of trade calculations for the print industry,20058,Unit,4,2,5,Registered,Current,Manufacturing,Printing,Printing Production
Terminate low voltage polymeric insulated power cables in the electricity supply industry,20059,Unit,3,3,4,Registered,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Distribution Networks
Terminate LV paper insulated power cables in the electricity supply industry,20060,Unit,3,3,5,Expiring,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Distribution Networks
Demonstrate knowledge of the installation of power cables,20073,Unit,4,2,2,Expiring,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Distribution Networks
Demonstrate knowledge of the construction of LV and HV power cables and cable preparation,20074,Unit,4,2,4,Expiring,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Distribution Networks
"Demonstrate knowledge of taxation, financial, and insurance responsibilities for small businesses",20078,Unit,5,3,7,Registered,Current,Business,Business Operations and Development,Small Business
Read and interpret single line diagrams in the electricity supply industry,20091,Unit,4,3,3,Registered,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Core Skills
Demonstrate knowledge of plant and equipment in electricity supply networks,20092,Unit,5,2,4,Registered,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Core Skills
Produce black and white and colour printed documents using a digital copier,20097,Unit,4,3,15,Registered,Current,Manufacturing,Printing,Digital Processes for Print
Machine shear crossbred sheep,20101,Unit,4,2,30,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
Machine shear fine wool sheep,20102,Unit,4,2,30,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
"Maintain and service a shearing handpiece, and check the shearing plant",20103,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
"Sharpen, maintain and safely handle shearing blades",20106,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
Blade shear sheep,20107,Unit,3,3,15,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
"Prepare, and sharpen shearing blades under supervision",20108,Unit,3,2,15,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
Blade shear sheep under supervision,20109,Unit,3,2,30,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
Machine shear strong wool sheep,20111,Unit,3,3,35,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
Machine shear fine and mid micron wool sheep,20112,Unit,3,3,35,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
"Select and assemble shearing gear, and identify and rectify faults in combs",20113,Unit,4,2,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
Prepare and grade the wool clip where the table is required,20114,Unit,3,3,35,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Handle the wool clip at the board,20115,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Prepare for and press wool,20116,Unit,3,3,20,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Describe wool clip preparation and the sale of wool process,20117,Unit,3,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Describe and demonstrate wool harvesting procedures,20119,Unit,3,2,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Prepare the wool clip in the wool harvesting industry,20120,Unit,4,2,28,Expiring,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Demonstrate kayaking skills on Grade II whitewater,20121,Unit,1,2,4,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Demonstrate kayaking skills on Grade III whitewater,20122,Unit,2,3,4,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Plan for and participate in a multi-day kayaking trip on Grade II whitewater,20125,Unit,2,3,3,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Demonstrate independent kayaking skills on Grade II whitewater,20126,Unit,3,3,6,Expiring,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Roll a sea kayak,20128,Unit,2,2,2,Registered,Current,Community and Social Services,Outdoor Recreation,Canoeing - Kayaking
Demonstrate single rope technique (SRT) for caving,20129,Unit,2,3,4,Registered,Current,Community and Social Services,Outdoor Recreation,Caving
Demonstrate basic caving skills,20133,Unit,1,2,5,Registered,Current,Community and Social Services,Outdoor Recreation,Caving
"Plan for, participate in and evaluate a self-sufficient cycle tour",20135,Unit,2,3,10,Registered,Current,Community and Social Services,Outdoor Recreation,Cycle Touring
Mountain bike on easy to intermediate terrain,20137,Unit,1,1,1,Registered,Current,Community and Social Services,Outdoor Recreation,Mountain Biking
"Select, set up and maintain a mountain or cycle touring bike",20138,Unit,1,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Mountain Biking
Complete beginner orienteering courses,20141,Unit,1,1,1,Registered,Current,Community and Social Services,Outdoor Recreation,Orienteering
Apply concepts of basic risk management as an outdoor recreation leader,20146,Unit,4,3,5,Expiring,Current,Community and Social Services,Outdoor Recreation,Outdoor Management
Demonstrate communication skills required for the outdoors,20147,Unit,6,3,3,Expiring,Current,Community and Social Services,Outdoor Recreation,Outdoor Management
Demonstrate lead climbing on bolted rock climbs,20149,Unit,3,3,3,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Demonstrate rock climbing skills on natural rock,20150,Unit,3,3,5,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
"Demonstrate skills with ropes, knots, anchors, and belays for rock climbing and abseiling",20151,Unit,3,3,10,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Experience and complete abseiling sessions,20152,Unit,2,1,1,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Demonstrate knowledge of anchor systems and belaying for lead climbing on bolted natural rock climbs,20155,Unit,4,3,2,Expiring,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Demonstrate the use of basic rope systems for top rope rock climbing and abseiling,20157,Unit,2,2,3,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
Gather and apply weather information to an outdoor recreation activity,20159,Unit,2,2,2,Registered,Current,Community and Social Services,Outdoor Recreation,Weather Interpretation in the Outdoors
Demonstrate knowledge of weather processes and their effects in New Zealand,20160,Unit,3,3,2,Registered,Current,Community and Social Services,Outdoor Recreation,Weather Interpretation in the Outdoors
Secure break bulk cargoes,20162,Unit,3,3,4,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
"Describe hazards and their control for bulk dry cargo loading, unloading, and trimming",20163,Unit,4,2,2,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
Demonstrate knowledge of and use a data transfer system for cargo movements,20164,Unit,5,2,3,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
Carry out reefer monitor duties,20165,Unit,4,3,15,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
Clean cargo or ISO containers to MPI requirements in a port environment,20166,Unit,5,3,4,Registered,Current,Service Sector,Stevedoring and Ports Industry,Cargo Operations
Operate a shore based conveyor belt loader for bulk dry cargo,20167,Unit,4,3,3,Registered,Current,Service Sector,Stevedoring and Ports Industry,Port Machinery Operations
Describe safe work practices and work on a commercial fishing vessel,20168,Unit,3,2,10,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Seafood Vessel Operations
Demonstrate knowledge and skills for telecommunications customer access network cablers,20176,Unit,4,2,2,Expiring,Current,Engineering and Technology,Telecommunications,Telecommunications - Service Delivery
Demonstrate knowledge for telecommunications premises network cablers,20177,Unit,4,2,2,Expiring,Current,Engineering and Technology,Telecommunications,Telecommunications - Service Delivery
Demonstrate knowledge of hazard detection and responses,20180,Unit,2,3,3,Registered,Current,Service Sector,Driving,Driver Educator
Use equipment in a bicycle workshop,20182,Unit,3,3,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Bicycle Sales and Servicing
Assemble bicycles,20183,Unit,3,3,6,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Bicycle Sales and Servicing
Adjust bicycles and fit accessories,20184,Unit,3,3,3,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Bicycle Sales and Servicing
Demonstrate knowledge for bicycle repairs,20186,Unit,3,3,6,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Bicycle Sales and Servicing
Conduct introductory insulation resistance testing in the electricity supply industry,20190,Unit,3,2,2,Expiring,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Testing
Use a self-erecting tower crane to lift and place regular loads,20208,Unit,4,3,10,Registered,Current,Service Sector,Cranes,Crane Operation
Experience rock climbing,20210,Unit,2,1,1,Registered,Current,Community and Social Services,Outdoor Recreation,Rock Climbing
"Describe timber, timber joinery, and recyclable materials in the demolition industry",20211,Unit,2,2,2,Expiring,Current,Engineering and Technology,Civil Works and Services,Demolition
"Maintain and set up a concrete cutter, and cut concrete in the demolition industry",20212,Unit,2,3,5,Expiring,Current,Engineering and Technology,Civil Works and Services,Demolition
Operate a hydraulic excavator on demolition sites,20217,Unit,2,3,25,Expiring,Current,Engineering and Technology,Civil Works and Services,Demolition
Operate a meat processing skinning machine,20226,Unit,7,3,5,Registered,Current,Manufacturing,Meat Processing,Boning Operations
Carry out fat testing on meat products,20232,Unit,5,3,5,Expiring,Current,Manufacturing,Meat Processing,Meat Quality
Demonstrate knowledge of risk management programmes for an animal product processing operation,20234,Unit,7,3,5,Registered,Current,Manufacturing,Primary Products Food Processing,Primary Products Food Processing - Core Skills
Identify pork meat cuts,20238,Unit,6,2,3,Expiring,Current,Manufacturing,Meat Processing,Meat Processing - Core Skills
Complete checkout sales transactions,20248,Unit,5,2,2,Registered,Current,Service Sector,"Retail, Distribution, and Sales",Sales Transactions
Interpret and apply the Health and Safety in Employment Act to rigging industry activities,20259,Unit,2,3,3,Registered,Current,Service Sector,Lifting Equipment,Rigging
Demonstrate knowledge of the Approved Code of Practice for Load-lifting Rigging,20260,Unit,4,2,3,Expiring,Current,Service Sector,Lifting Equipment,Core Rigging
"Select, use, care for and maintain rigging hand tools",20261,Unit,4,3,2,Registered,Current,Service Sector,Lifting Equipment,Core Rigging
"Select, care for, maintain and use rigging portable power and/or portable compressed air tools",20262,Unit,4,3,3,Registered,Current,Service Sector,Lifting Equipment,Core Rigging
"Select, care for, maintain and use rigging plant and equipment",20263,Unit,4,3,3,Registered,Current,Service Sector,Lifting Equipment,Core Rigging
Demonstrate knowledge of paint and paint production,20287,Unit,4,2,2,Registered,Current,Manufacturing,"Coatings, Inks, and Adhesives",Paint Manufacturing
Demonstrate knowledge of paint raw material components,20288,Unit,4,3,5,Registered,Current,Manufacturing,"Coatings, Inks, and Adhesives",Paint Manufacturing
Prepare to assemble and assemble ingredients for paint manufacture,20291,Unit,4,2,2,Registered,Current,Manufacturing,"Coatings, Inks, and Adhesives",Paint Manufacturing
Prepare and perform paint mixing operations,20292,Unit,4,2,4,Registered,Current,Manufacturing,"Coatings, Inks, and Adhesives",Paint Manufacturing
Perform in-process dispersion tests on a paint product,20296,Unit,4,3,2,Registered,Current,Manufacturing,"Coatings, Inks, and Adhesives",Paint Manufacturing
Fill and close containers,20298,Unit,3,2,2,Registered,Current,Manufacturing,Manufacturing Skills,Manufacturing Processes
Label containers manually,20299,Unit,3,2,2,Registered,Current,Manufacturing,Manufacturing Skills,Manufacturing Processes
Set up and operate automated container labelling equipment,20300,Unit,4,3,6,Registered,Current,Manufacturing,Manufacturing Skills,Manufacturing Processes
Set up and operate automated filling equipment,20301,Unit,4,3,4,Registered,Current,Manufacturing,Manufacturing Skills,Manufacturing Processes
Demonstrate knowledge of the biology of the sea urchin,20305,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Demonstrate knowledge of the biology of a species of aquatic Crustacea,20306,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Describe protocols when working with Maori to seek consent for an aquaculture associated activity,20307,Unit,2,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Describe Maori terminology and concepts relevant to a marine or freshwater activity,20309,Unit,2,2,2,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Seafood Generic
"Demonstrate knowledge of, and use, a chemical in a seafood operation",20310,Unit,3,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Seafood Generic
"Demonstrate knowledge of shucking requirements, and shuck a species of shellfish in a commercial seafood operation",20311,Unit,3,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Seafood Processing
"Demonstrate knowledge of filleting, and fillet a species of fish in a commercial seafood operation",20312,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Seafood Processing
"Demonstrate knowledge of processing fishmeal, and operate a fishmeal plant",20313,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Seafood Processing
Maintain and record sheep flow for shearing,20315,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Shearing
"Handle, sort and prepare strong, fine and mid micron wool clip in the wool harvesting industry",20316,Unit,3,3,15,Registered,Current,"Agriculture, Forestry and Fisheries",Wool Harvesting,Wool Handling
Use the Internet for information retrieval in an organisation,20332,Unit,6,2,3,Expiring,Current,Computing and Information Technology,Computing,Generic Computing
Thread and operate an industrial lockstitch sewing machine in a learning environment,20342,Unit,2,2,7,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Thread and operate an industrial overlock sewing machine in a learning environment,20343,Unit,2,2,5,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Set up and operate an industrial lockstitch sewing machine in a commercial clothing manufacturing workplace,20344,Unit,2,3,5,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Use an industrial lockstitch sewing machine to seam and topstitch in a commercial clothing manufacturing workplace,20345,Unit,2,3,7,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Set up and operate an industrial overlock sewing machine in a commercial clothing manufacturing workplace,20346,Unit,2,3,5,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
Use an industrial overlock sewing machine to join seams in a commercial clothing manufacturing workplace,20347,Unit,2,3,4,Registered,Current,Manufacturing,Clothing Manufacture,Apparel Cutting and Sewing
"Record and report suspected abuse, neglect, or violence in whanau/family and foster care",20358,Unit,3,3,3,Expiring,Current,Community and Social Services,Social Services,"Social Service Work with Abuse, Neglect, and Violence"
Demonstrate hydraulic knowledge for fire fighting,20385,Unit,2,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Operate portable pumps for fire fighting,20386,Unit,2,3,3,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Work safely with aircraft at emergency incidents,20388,Unit,2,3,2,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Respond to and externally fight aircraft fire,20389,Unit,3,3,8,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Carry out internal aircraft fire fighting,20390,Unit,4,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Demonstrate knowledge of aircraft hazards and hazardous systems for fire and rescue operations,20391,Unit,3,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Airport
Protect and preserve a fire scene,20392,Unit,2,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Generic Fire Fighting
Enter and suppress fire in a fire-affected building,20393,Unit,2,3,6,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Structural and Industrial
Apply basic ventilation techniques to assist fire and rescue operations,20394,Unit,2,3,4,Registered,Current,Community and Social Services,Fire and Rescue Services,Fire and Rescue Services - Structural and Industrial
Rework surface mount printed circuit boards,20400,Unit,3,3,10,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
Rework through-hole printed circuit boards,20401,Unit,3,3,10,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
Identify and follow safety practices and procedures in an electronic manufacturing environment,20402,Unit,3,2,5,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
Identify electronic components,20403,Unit,3,2,5,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
Assemble electronic equipment racks or cabinets,20404,Unit,3,3,20,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
Describe and use electrostatic discharge control procedures in electronic manufacturing,20405,Unit,3,2,2,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
Carry out a line patrol on an electricity supply network,20412,Unit,4,3,6,Expiring,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Transmission Networks
Demonstrate knowledge of earthing in the electricity supply industry,20421,Unit,4,3,5,Registered,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Core Skills
Demonstrate knowledge of park management legislation,20425,Unit,3,3,3,Registered,Current,Community and Social Services,Recreation and Sport,Parks and Reserves
"Demonstrate knowledge of the history, development, and cultural significance of a park area",20426,Unit,3,3,4,Registered,Current,Community and Social Services,Recreation and Sport,Parks and Reserves
Demonstrate a basic ecological understanding of plant species in a specified park area,20427,Unit,3,2,1,Registered,Current,Sciences,Environment,Ecological Management
Demonstrate and apply fundamental knowledge of d.c. principles for electronics technicians,20430,Unit,2,3,7,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Demonstrate and apply fundamental knowledge of a.c. principles for electronics technicians,20431,Unit,2,3,7,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Demonstrate and apply fundamental knowledge of digital electronics for electronics technicians,20432,Unit,3,3,7,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Demonstrate and apply fundamental knowledge of analogue electronics for electronics technicians,20433,Unit,3,3,7,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Demonstrate knowledge of practical mathematics for electronics technicians,20434,Unit,2,3,8,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
"Select, use, and maintain portable power tools in demolition work",20435,Unit,2,3,8,Expiring,Current,Engineering and Technology,Civil Works and Services,Demolition
"Select, use, and maintain hand tools in demolition work",20436,Unit,1,2,3,Registered,Current,Engineering and Technology,Civil Works and Services,Demolition
Operate an ink or ribbon transfer code printing system for diaper and tissue products,20439,Unit,4,2,4,Registered,Current,Manufacturing,Wood Fibre Manufacturing,Tissue Converting
Operate a self-propelled roller for asphalt surfacing,20448,Unit,3,3,10,Expiring,Current,Engineering and Technology,Pavement Surfacing,Asphalt Surfacing
Demonstrate knowledge of the dangers of handling bituminous materials and the need for safety,20449,Unit,3,3,10,Registered,Current,Engineering and Technology,Infrastructure Works,Bitumen Surfacing Construction
Demonstrate basic knowledge of safety relating to bituminous materials and associated products,20455,Unit,3,2,5,Registered,Current,Engineering and Technology,Infrastructure Works,Bitumen Surfacing Construction
Demonstrate first aid relating to bituminous materials and associated products,20456,Unit,4,2,1,Registered,Current,Engineering and Technology,Infrastructure Works,Bitumen Surfacing Construction
Describe placarding requirements and produce documentation for transporting bituminous liquids,20458,Unit,3,2,3,Expiring,Current,Engineering and Technology,Pavement Surfacing,Bitumen Surfacing
Transport bulk bituminous liquids by road and assist with loading and unloading,20459,Unit,3,3,8,Expiring,Current,Engineering and Technology,Pavement Surfacing,Bitumen Surfacing
Operate a self-propelled roller for chipseal surfacing,20462,Unit,3,3,8,Expiring,Current,Engineering and Technology,Pavement Surfacing,Chipseal Surfacing
Determine and document bitumen blends,20463,Unit,3,3,5,Expiring,Current,Engineering and Technology,Pavement Surfacing,Bitumen Surfacing
Prepare for and carry out spawning of broodstock for an aquaculture species,20464,Unit,3,3,7,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Incubate fertilised eggs for aquaculture species,20465,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Monitor and maintain the rearing of a freshwater fish species,20466,Unit,3,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Harvest farmed fish,20467,Unit,3,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Seafood,Aquaculture
Manage bus or coach passenger safety at an accident site,20472,Unit,3,3,4,Registered,Current,Service Sector,Commercial Road Transport,Passenger Service
Rescue casualties at ground level using Civil Defence general rescue techniques,20473,Unit,2,2,3,Registered,Current,Community and Social Services,Civil Defence,Civil Defence Operation
Demonstrate knowledge of forestry earthworks,20475,Unit,3,3,4,Registered,Current,Engineering and Technology,Infrastructure Works,Infrastructure Works Utilities
"Construct forestry roads, tracks, and landings",20476,Unit,3,3,15,Registered,Current,Engineering and Technology,Infrastructure Works,Infrastructure Works Utilities
Demonstrate knowledge of soil properties for earthworks,20477,Unit,4,3,3,Expiring,Current,Engineering and Technology,Infrastructure Works,Infrastructure Civil Works
Operate the drill rig for horizontal directional drilling,20484,Unit,4,3,20,Registered,Current,Engineering and Technology,Infrastructure Works,Infrastructure Works Utilities
Work safely in the glass and glazing industry,20497,Unit,4,2,3,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
"Use safe work practices to handle, store, and move glass manually",20498,Unit,4,2,4,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
Use safe work practices to handle glass with overhead mechanical handling systems,20499,Unit,5,3,4,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
"Control stock, and unload and move glass from transport containers",20500,Unit,4,3,12,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
Load transport containers with glass,20502,Unit,4,3,2,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
Cut glass to regular shapes manually,20506,Unit,4,3,12,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
Cut glass to irregular shapes manually,20507,Unit,4,3,12,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
Cut glass to regular shapes manually on-site,20511,Unit,4,3,3,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
Edgework glass manually,20522,Unit,4,3,2,Expiring,Current,Manufacturing,Glass and Glazing,Flat Glass
"Demonstrate knowledge of a horse race venue, and attend to horses before, during, and after racing",20523,Unit,4,3,12,Registered,Current,"Agriculture, Forestry and Fisheries",Equine,Equine Care
Assemble through-hole printed circuit boards using semi-automatic assembly equipment,20524,Unit,3,3,10,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Manufacturing
"Demonstrate understanding of weeds, pests, diseases, and disorders of amenity turf areas",20530,Unit,7,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Sports Turf,Sports Turf Weeds and Pests
Use and care for amenity turf maintenance tools and small equipment,20531,Unit,4,3,6,Registered,Current,"Agriculture, Forestry and Fisheries",Sports Turf,Sports Turf Management
"Select and prepare specialist mower types, mow turf areas, and complete post-mowing requirements",20533,Unit,4,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Sports Turf,Sports Turf Management
Demonstrate awareness of rope rescue operations and hazards,20536,Unit,2,2,2,Registered,Current,Community and Social Services,Specialist Rescue,Rope Rescue
Prepare and use soil-less growing media,20555,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Demonstrate knowledge of plant propagation,20556,Unit,5,2,10,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
"Select, collect and treat seed, and propagate plants from seed",20557,Unit,4,3,3,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Propagate herbaceous plants by division,20559,Unit,4,3,10,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Grow nursery crops in containers,20560,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Grow nursery crops in the field,20561,Unit,3,3,10,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Prune and train nursery plants,20562,Unit,4,3,5,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Demonstrate knowledge of nursery production systems,20563,Unit,4,3,6,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Pack and dispatch pre-graded nursery products,20565,Unit,4,3,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Demonstrate knowledge of nursery growing media and soils,20570,Unit,3,2,5,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Care for nursery crops,20571,Unit,4,2,10,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Grade nursery crops,20573,Unit,4,3,3,Registered,Current,"Agriculture, Forestry and Fisheries",Horticulture,Nursery Production
Identify plants,20574,Unit,3,2,5,Expiring,Current,"Agriculture, Forestry and Fisheries",Horticulture,Production Horticulture
Operate a wharf gantry crane for cargo exchange,20585,Unit,3,3,12,Registered,Current,Service Sector,Stevedoring and Ports Industry,Port Machinery Operations
Test gas for odour level and odorant concentration in a gas network,20590,Unit,5,3,4,Registered,Current,Engineering and Technology,Gas Industry,Gas Network Operations
Braze refrigerator pipe work in electrical appliance servicing,20591,Unit,3,3,3,Registered,Current,Engineering and Technology,Electrical Engineering,Electrical Appliance Servicing
Demonstrate electrical knowledge for Electronic Security Installers,20592,Unit,3,3,4,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Security
Demonstrate practical electrical skills for Electronic Security Installers,20593,Unit,3,3,4,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Security
Connect security control panels to existing domestic subcircuits,20594,Unit,3,3,10,Expiring,Current,Engineering and Technology,Electronic Engineering,Electronic Security
Demonstrate knowledge of the threat presented by terrorism,20595,Unit,2,3,4,Expiring,Current,Law and Security,Security,Security Staff Services
"Shut down for maintenance, and start up, a hydraulic power system",20597,Unit,3,2,4,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Hydraulics
"Shut down for maintenance, and start up, a pneumatic power system",20598,Unit,3,2,4,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Pneumatics
Clean a hydraulic power system for service,20599,Unit,3,2,4,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Hydraulics
Demonstrate knowledge of hydraulic power systems,20611,Unit,3,3,5,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Hydraulics
Demonstrate knowledge of pneumatic power systems,20612,Unit,3,3,5,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Pneumatics
Maintain a hydraulic power system,20613,Unit,3,3,7,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Hydraulics
Maintain a pneumatic power system,20614,Unit,3,3,7,Registered,Current,Engineering and Technology,Mechanical Engineering,Fluid Power - Pneumatics
Use electronic test equipment,20615,Unit,3,3,6,Registered,Current,Engineering and Technology,Electronic Engineering,Core Electronics
Demonstrate knowledge of earthworks in relation to the environment,20616,Unit,4,3,4,Expiring,Current,Engineering and Technology,Infrastructure Works,Infrastructure Civil Works
Demonstrate knowledge of switching in the electricity supply industry,20618,Unit,3,2,2,Expiring,Current,Engineering and Technology,Electricity Supply,Electricity Supply - Core Skills
Develop a recovery plan and safely recover a light 4WD vehicle,20620,Unit,2,3,4,Registered,Current,Service Sector,Driving,Specialist Driving Knowledge and Skills
